Action,Lieux,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
Marcher,Ecole,1.268448,0.691452,-1.034760,-0.273407,0.215012,-0.391922,-0.294952,-0.727112,-3.132080,-1.798523,-0.828873,-0.528397,-0.616974,-1.161667,-0.466141,0.748917,1.366623,-0.809708,0.407745,0.560974,5.602219,1.629044,4.028030,3.843674,3.944229,4.338074,4.716354,5.146118,3.780228,3.309769,3.939438,3.638962,3.764664,4.791779,5.186813,5.793747,2.008514,3.257095,3.861633,4.220764,7.588989,11.292816,8.737000,8.127686,7.912201,8.971634,8.334778,9.327179,12.081711,8.358719,7.362732,8.595749,9.340347,8.613708,8.204300,9.120071,10.252533,9.773697,7.963684,7.618912,14.459656,13.613312,11.730270,11.697952,12.071442,12.917786,12.756180,13.746185,12.729858,9.869965,10.473297,11.706314,12.488037,12.243820,12.924973,15.662735,13.627670,12.221085,12.233063,12.400650
Marcher,Ecole,0.444855,-0.621765,0.061783,0.839890,0.244934,-0.102219,-0.330872,-1.355591,-0.703171,-0.862381,-3.559448,1.085297,0.914108,-0.303345,-0.280594,-0.001663,-1.748245,0.223389,-0.129761,-0.050751,4.850433,4.688828,3.209213,2.674103,3.107452,3.696426,4.412292,5.476517,6.022400,2.258713,4.291382,3.012878,4.284210,5.047958,5.366379,5.178436,5.611786,3.124222,3.325333,4.156113,10.002335,11.939255,9.451675,8.504761,7.251404,8.029526,7.905014,9.796432,10.280075,9.027908,8.869888,6.652847,8.929733,8.057053,7.782913,8.517929,11.195847,8.873474,9.403793,7.912201,15.297623,16.006317,12.722672,12.018753,10.603790,11.623734,11.986435,13.917358,15.599304,10.424240,9.601822,10.751022,14.128052,12.801666,12.868698,13.694702,15.059387,12.221085,12.599365,12.017563
Marcher,Ecole,0.410141,0.289230,2.178253,-0.147720,-0.150116,-0.250671,-0.257843,-0.879150,-0.710358,-0.141724,-2.458115,0.532242,0.388580,-0.348831,0.292816,-0.129761,0.879395,0.377808,0.048615,0.035446,5.067108,5.251465,1.259125,3.239136,3.654526,3.986130,4.175262,4.990494,5.750656,1.350113,4.300964,3.470184,3.792191,4.583481,4.527222,5.083862,2.976974,3.861633,3.330124,3.880783,8.877060,10.195068,9.693481,9.788055,7.699112,7.495605,7.474060,8.699890,9.663559,12.966370,8.811218,7.215485,9.027908,8.486816,8.233032,9.724609,11.238953,8.244995,9.804825,8.306046,14.354309,15.735764,13.130859,12.879471,11.203522,11.231064,11.391479,12.811234,14.703857,14.174759,10.654068,11.217911,13.208679,12.721466,13.053070,14.678711,15.095322,12.484436,13.183563,12.222275
Marcher,Ecole,-0.007660,-0.412277,1.560547,0.113251,-0.734299,-0.441010,-0.081879,-0.497269,-1.073074,-0.771408,-3.932953,-0.493683,0.620819,-0.122574,-0.500854,-0.158493,-1.391510,-0.029205,-0.203979,-0.390732,4.826492,5.185623,2.289841,3.204422,4.193222,4.432648,4.290192,4.873184,5.518417,1.123856,4.705582,2.884796,3.644958,3.676086,4.381165,4.464966,4.214767,2.777054,2.757904,3.597076,10.235779,12.172684,7.837982,9.402588,8.565826,7.482437,8.328796,8.668777,10.414139,12.293594,8.046280,7.884674,8.799255,10.558990,8.535889,9.458862,13.493088,8.504761,10.063400,8.042694,15.054611,16.946030,11.688370,12.720261,12.024750,11.474075,12.537109,13.044693,14.859482,12.646042,8.818909,10.275787,13.065033,14.112503,12.416199,13.765335,16.316345,11.252609,12.617325,11.249039
Marcher,Ecole,-0.584656,0.059387,-0.372772,-0.140533,0.355072,-0.463745,-0.345230,-1.076660,-1.900269,-2.193558,-0.226730,-0.130951,-0.704361,-0.217148,-0.303345,-0.442200,1.075729,0.283249,-0.834854,-0.516418,5.427444,1.889999,2.477783,3.706009,3.841278,4.518845,4.834869,5.689606,3.437851,5.444199,2.687271,4.060349,4.460175,4.889938,4.757065,5.536377,2.331741,2.957825,3.287018,3.421097,9.980789,9.822769,10.076569,8.108521,7.548279,7.793686,8.740601,10.995941,11.072556,5.611374,8.438934,6.587006,9.722214,9.416962,9.970016,12.082901,8.726227,9.376251,6.460114,5.902267,14.823578,11.772156,12.181580,11.673996,11.744629,11.848785,13.230240,15.608887,12.610138,8.862015,10.899475,10.516403,13.478027,14.089752,14.423737,17.177078,12.133698,12.617325,8.912277,8.806946
Marcher,Ecole,-5.795639,-7.156738,-8.911697,-8.203003,-11.626709,-11.074844,-4.962448,-3.525940,0.169510,-5.692688,-6.381012,-15.626236,-16.061966,-9.773605,-7.879791,-8.152725,-7.329117,-5.760925,-5.016327,-5.666351,-8.412247,-5.781021,-3.856079,-7.561111,-12.257339,-11.589355,-13.092911,-7.518005,-5.845657,-4.388794,-7.752640,-11.634842,-5.375198,-4.090714,-3.645386,-7.114594,-7.830460,-7.504837,-6.933823,-10.640045,3.596649,5.116974,5.602997,3.764252,3.730728,5.798126,-1.590378,0.018524,1.712418,0.611084,-1.027740,0.924728,5.405472,0.910355,2.503708,2.059570,3.267456,2.000916,0.020920,-0.940353,-10.611237,-7.820786,-7.164780,-11.999863,-20.153320,-16.866074,-19.645737,-11.025421,-3.963730,-9.470398,-15.161392,-26.336349,-16.031693,-12.953964,-9.021469,-13.207748,-11.892120,-11.264847,-11.929230,-17.246750
Marcher,Ecole,-4.928940,-6.657547,-10.819870,-7.399750,-7.203430,-8.774017,-8.639954,-8.995483,-9.299545,-7.919296,-7.676285,-4.742188,-4.199905,-3.083008,-4.441711,-7.942032,-8.526230,-7.385391,-3.920975,-7.792404,0.129074,-7.770599,-11.450485,-10.085800,-9.563858,-7.538361,-5.946213,-7.363586,-9.221481,-12.118469,-11.097336,-9.392670,-6.707581,-5.672089,-8.124939,-11.445694,-9.697937,-6.247894,-8.095016,-6.902695,8.316818,3.573914,6.341614,5.822067,6.199158,2.176895,0.153793,0.213654,0.320190,3.126190,4.273010,0.937897,2.465393,0.819382,0.486588,1.792618,2.831711,1.935074,1.974579,2.044022,3.516953,-10.854233,-15.928741,-11.663483,-10.568130,-14.135483,-14.432373,-16.145416,-18.200836,-16.911575,-14.500610,-13.196960,-8.442093,-7.935715,-12.080063,-17.595108,-15.392456,-11.698212,-10.041412,-12.651077
Marcher,Ecole,-7.080124,-8.252090,-7.851059,-9.185822,-5.325180,-6.574951,-6.798813,-7.977951,-9.604813,-11.047318,-8.497498,-6.796417,-3.932953,-2.790909,-2.765778,-4.893021,-5.590927,-9.281601,-10.651077,-7.111252,-6.336472,-13.470001,-10.948898,-7.395905,-7.612579,-7.066711,-5.983322,-6.387955,-8.241058,-12.341125,-12.903763,-7.996857,-3.304214,0.668961,0.270325,-0.174988,-4.270279,-12.226212,-10.854324,-7.550339,2.713196,2.872406,5.661652,0.907959,2.342087,1.519684,0.200485,1.925507,2.422302,2.970566,7.277740,5.522797,5.766998,1.719604,3.511658,7.304077,2.075134,8.461670,5.337234,3.692429,-10.703400,-18.849686,-13.138306,-15.673767,-10.595673,-12.121979,-12.581650,-12.440399,-15.423569,-20.417877,-14.123520,-9.270477,-1.470169,-0.402344,1.016205,2.236069,-7.786072,-13.046143,-16.168167,-10.969162
Marcher,Ecole,-6.298416,-9.034988,-7.985138,-6.120056,-6.261307,-7.800781,-6.656357,-7.469177,-8.896133,-8.203003,-5.938095,-4.144836,-3.146454,-4.058640,-3.879074,-7.252502,-9.834656,-6.821548,-5.826767,-3.269760,-6.250275,-14.805954,-11.025513,-7.556320,-8.068680,-6.320908,-5.935440,-8.517593,-11.560623,-10.608932,-9.743423,-6.810532,-5.758270,-4.828125,-6.869186,-11.947281,-12.404572,-8.898270,-6.605820,-8.142899,6.191971,6.528351,7.496811,1.550812,3.613419,0.014923,-0.858948,2.184082,3.132187,4.053940,2.386383,2.367233,1.310196,1.288651,1.978180,2.916702,5.946564,0.436310,1.274277,2.429474,-6.356720,-17.312592,-11.513840,-12.125565,-10.716568,-14.106766,-13.450745,-13.802689,-17.324570,-14.757996,-13.295135,-8.588135,-7.594528,-7.598114,-8.770081,-16.283081,-16.292664,-15.283508,-11.158310,-8.983185
Marcher,Ecole,-4.049072,-6.491150,-7.320740,-6.291229,-5.349121,-4.357925,-7.283630,-5.826767,-8.252090,-7.089706,-6.146393,-7.025055,-6.782043,-4.116104,-3.881470,-4.448898,-5.904572,-9.161880,-10.612778,-6.454041,-6.089874,-12.225006,-12.496750,-8.602585,-5.049591,-8.032761,-5.585892,-6.768631,-8.950943,-11.558228,-10.986008,-9.527939,-7.506042,-6.311340,-3.832138,-5.172897,-10.833984,-12.928909,-9.799683,-4.539627,0.955856,3.795380,6.949738,-0.499832,0.135834,3.484131,-2.472641,1.273087,0.208862,0.472214,1.320969,1.935074,1.255127,1.528061,0.533279,0.882828,1.979370,4.838043,2.520462,0.443497,-9.183090,-14.920776,-12.867752,-15.393646,-10.262878,-8.906555,-15.342163,-11.322311,-16.994171,-18.175720,-15.811432,-14.617920,-13.032959,-8.899384,-7.180328,-8.738968,-14.759186,-17.252747,-17.891998,-10.550171
Marcher,Ecole,-3.096176,-3.079422,-1.128143,0.016281,-0.609802,-0.500854,-0.950974,-0.274612,-1.838028,-1.969696,-1.780563,-1.706345,-1.170044,-1.646484,-3.214691,-4.864288,-3.142868,-1.110184,-2.236649,-2.427002,2.700439,3.343292,2.567566,3.726364,3.142166,3.579117,3.831696,5.681229,2.105484,1.268707,1.284271,2.514893,2.716003,3.544403,5.686005,2.179703,2.976974,1.597916,2.534042,2.287445,12.091278,6.654053,8.326401,7.761368,9.172745,8.368301,9.290070,9.014740,12.981918,9.347534,6.270981,4.822479,6.642075,7.914597,11.297607,16.129105,9.888611,6.415833,7.073029,7.293304,11.695541,6.917923,9.765823,11.504013,11.705109,11.446564,12.170792,14.421356,13.249374,8.646545,5.774689,5.631027,8.188034,9.812515,13.768921,13.444519,9.722717,6.903564,7.370422,7.153748
Marcher,Ecole,-1.893082,-2.443756,-1.736267,-1.130539,0.237747,-0.753448,-0.497269,2.296768,-0.840836,-0.673248,-0.753448,-0.707962,-0.815704,0.201843,-4.029907,-2.923798,-0.208771,-0.062714,-0.473328,-0.436218,2.368851,2.800995,1.746353,3.410324,2.883591,4.542786,6.843613,2.009720,1.727203,1.787048,2.647766,3.325333,4.017258,5.705170,3.451019,3.091888,1.478195,3.472565,3.990921,5.247879,15.718491,9.825165,6.946136,7.096985,8.315628,9.116486,12.064941,12.920868,10.696655,5.113388,4.960159,6.502014,7.572220,12.962769,19.339722,9.701874,4.992477,6.084229,8.744186,6.810867,16.194260,10.182404,6.956223,9.376770,11.436966,12.905823,18.411285,17.227356,11.583023,6.227188,6.854477,9.119385,10.773773,18.869781,18.760834,9.869965,6.261902,9.494080,12.261780,11.622528
Marcher,Ecole,0.308380,-3.009979,-3.189545,-1.227493,-0.923431,-1.118561,-1.404678,-5.350311,-16.586304,-9.098434,-2.689163,0.867432,0.027069,-7.265671,-20.332031,-20.740250,-12.842972,-5.915344,-5.988373,-8.078506,4.063934,5.593842,3.076324,1.922333,1.432709,1.505737,2.547211,5.727905,10.513916,2.617844,-0.968674,-0.605957,-1.376877,-8.607376,-17.080460,-8.405060,-2.813400,-3.042053,-4.151764,-6.574692,9.458862,13.836655,12.509064,9.244583,6.235062,5.434204,5.170837,9.151199,21.194031,10.272888,2.892761,-1.031342,-0.547714,0.418350,2.516876,2.774246,2.964584,0.831345,1.291031,3.405121,13.831177,16.420517,12.395844,9.939423,6.744339,5.821381,6.313370,9.528793,15.121643,3.792297,-0.765076,-0.769867,-1.897522,-15.454697,-34.895615,-26.371063,-12.691788,-8.126053,-8.849106,-11.248077
Marcher,Ecole,-2.501221,-4.697891,-8.254486,-7.768463,-9.589249,-8.820709,-8.295181,-12.172592,-13.840149,-7.259689,-7.110046,-4.183136,-2.887878,-3.917389,-9.011047,-10.721710,-10.337433,-7.211807,-7.325531,-7.429672,2.753113,-3.393997,-6.215561,-10.838776,-11.560623,-7.817291,-7.726303,-8.563080,-7.333664,-10.523926,-9.930176,-8.133316,-5.232742,-6.427460,-10.652023,-13.485565,-6.311340,-5.563141,-4.527649,-7.703568,5.139725,6.610962,7.410614,8.741791,4.692001,4.081482,2.944229,4.158096,6.934174,2.055984,2.082321,2.498917,-0.472290,-0.396881,2.131409,4.846420,5.984863,0.521301,1.467010,2.606659,5.391617,-1.480927,-7.059433,-9.865448,-16.457870,-12.556519,-13.077255,-16.577576,-14.239639,-15.727631,-14.957901,-9.817535,-8.592911,-10.741730,-17.531662,-19.360855,-10.663910,-12.253647,-10.386169,-12.526581
Marcher,Ecole,-7.730148,-12.542496,-11.718887,-7.275253,-7.281235,-9.193008,-10.924011,-11.359756,-7.992310,-5.756134,-2.264191,-1.032379,-3.585785,-13.738403,-9.846619,-7.126816,-5.511917,-9.710159,-10.986267,-12.653824,-5.239929,-15.345856,-10.582596,-5.150146,-7.348022,-5.329712,-7.934601,-12.901367,-15.673859,-7.652084,-6.929031,-6.053955,-10.513153,-16.414871,-6.784195,-3.816574,-6.173660,-7.314499,-9.533936,-10.800461,8.031906,6.116547,8.844742,1.872833,1.778259,3.129791,1.440674,2.173294,3.401520,4.156891,1.601089,0.114288,2.099075,4.106613,4.602219,1.552002,0.532074,5.030777,1.432297,2.176895,-4.938171,-21.771805,-13.456741,-10.552567,-12.850998,-11.392929,-17.417938,-22.087830,-20.264648,-9.251328,-7.592133,-6.972046,-11.999863,-26.046661,-12.028595,-9.391388,-11.153503,-11.993881,-19.087906,-21.277390
Marcher,Ecole,0.805176,1.384567,0.662720,0.904541,1.196625,0.708206,1.335495,-1.454956,-0.869568,-0.047165,0.553787,1.242126,0.277252,1.225357,0.141983,0.734543,0.294022,-0.176453,-0.964142,-2.729858,5.931412,3.534821,2.328140,3.658127,3.734741,4.235123,3.217590,2.171326,1.779877,4.462570,3.914307,4.492508,4.649323,3.719177,3.526443,3.807755,4.406311,5.113800,5.362793,2.484970,10.926498,7.709900,8.940506,6.597794,8.416183,9.695877,9.448090,11.118042,11.930878,8.101349,9.607300,9.294861,12.163101,7.872696,8.848343,5.110992,8.227036,9.036285,9.349915,12.862213,17.663086,12.629288,11.931366,11.160461,13.347549,14.639206,14.001175,11.834412,12.841187,12.516754,14.075394,15.029495,17.089676,12.817230,12.516769,9.653290,12.927368,13.973633,13.748566,12.617325
Marcher,Ecole,-1.209549,-0.772598,-0.669647,-1.349609,-3.522339,-4.581772,-6.685089,-7.433273,-10.761215,-5.386230,-2.763382,-0.583466,-2.924988,-5.739380,-4.120895,-2.939362,-2.509598,-2.410233,-3.059067,-7.050201,3.260681,3.174500,1.773880,0.975418,2.990143,4.958176,8.055069,6.731079,1.589539,-0.027756,-0.008591,0.285889,2.765091,6.188797,4.417084,2.793808,1.703262,1.960632,2.765091,4.508057,10.574554,13.505051,10.349503,7.044312,5.037964,5.134933,8.346756,12.098465,13.451187,5.945374,3.601440,4.545959,10.124451,16.044113,10.362671,11.452026,6.349991,3.619400,2.653336,7.554276,12.625687,15.906952,11.453735,6.670120,4.505768,5.511337,9.716736,11.396271,4.279510,0.531387,0.829468,4.248383,9.964554,16.493530,10.658859,11.306473,5.543655,3.169800,2.359360,5.012131
Marcher,Ecole,-0.174057,0.490341,1.072128,-1.669235,-1.040756,-2.005615,-2.522766,-4.743378,-11.102386,-7.655930,-1.149689,-0.783371,-4.073013,-6.805984,-4.870285,-1.869141,-0.610992,-0.491287,-1.280167,-3.764160,3.067947,4.054367,7.458923,5.001266,0.145828,2.567566,2.968597,4.763046,7.154861,4.881561,2.014496,3.595871,6.641296,8.332794,3.468979,1.133438,1.794235,2.353287,3.495316,4.019653,8.001984,9.695877,15.063690,10.606873,7.471664,1.030075,4.629745,7.857132,19.063202,9.017120,2.440262,4.951767,9.913757,13.894119,9.098526,8.823196,4.160492,5.506027,8.010361,10.851089,10.895874,14.240585,23.594742,13.938904,6.576736,1.592026,5.075577,7.876801,15.115677,6.242752,3.305069,7.764267,12.482040,15.420929,7.697220,8.087494,5.343735,7.368027,10.225510,11.106583
S'assoir (chaise),Maison,-1.847595,-1.014420,-1.065887,-0.692398,-0.579865,-1.355591,-0.600220,-1.196381,-1.068283,-0.563110,-0.582260,-0.679230,0.845886,0.248520,0.466400,-0.174057,-0.340454,-0.450577,0.175507,-0.060333,6.216324,6.383926,6.151688,6.328857,5.938599,5.635727,5.255051,4.722351,5.018036,6.045135,6.108582,6.531158,9.095352,10.839523,8.665588,7.275757,7.506805,7.285339,7.270966,7.612152,8.934525,7.369919,7.689545,7.448929,7.508774,7.531525,5.337234,7.887070,7.209503,6.979660,9.748550,8.359924,3.701996,10.884598,5.401886,6.068665,5.127747,6.115356,6.154861,6.326050,13.303253,12.739426,12.775345,13.085388,12.867508,11.811661,9.992065,11.413040,11.159256,12.461685,15.274872,14.211853,13.643234,21.972641,14.533875,13.170364,12.294098,12.950119,13.601334,13.877869
S'assoir (chaise),Maison,-1.122162,-0.868362,-0.925827,-0.505646,-1.108994,-0.883926,-0.536774,-0.795349,-1.105392,-0.690002,-1.171234,0.869827,-0.366791,-0.661270,0.309570,0.556183,-0.728302,-0.663666,0.027069,0.141983,6.995636,6.878326,6.618546,6.652069,6.498840,5.841629,5.663269,5.756638,5.530396,5.797348,6.921417,8.913391,11.999527,10.185913,7.360748,7.468491,8.222672,8.456100,8.519547,8.556656,6.930588,7.247818,7.023956,6.656448,6.800095,6.463715,5.916641,6.354782,6.745026,7.184372,9.934113,5.783752,4.829666,5.995651,5.137329,4.221542,4.035995,4.921844,5.218719,5.035568,12.804062,13.257782,12.716675,12.802872,12.189941,11.421417,11.043137,11.316071,11.170029,12.291718,15.684296,15.566971,16.462402,15.520294,12.807648,12.246216,11.530365,12.714279,13.765335,13.734207
S'assoir (chaise),Maison,0.584915,0.786026,-0.723526,1.322327,-0.244675,0.264084,0.582520,-1.830841,0.437668,-0.888718,-0.928223,0.021072,0.329926,-0.632538,-0.087860,0.019882,0.107269,0.036636,-0.048355,-0.124969,8.439346,8.756577,7.072250,7.786926,5.856003,5.881134,8.604538,9.666367,10.761719,9.425751,9.289291,8.466873,8.635666,8.780518,8.580597,8.720657,8.798477,8.865509,8.843964,8.805649,6.619339,4.247879,6.515182,5.097824,4.792557,6.408646,3.553558,6.073456,4.238297,5.138519,5.270203,4.725525,5.035568,4.650101,4.836853,4.439407,4.366394,4.421463,4.079086,4.176056,15.643600,13.790482,12.863907,14.207077,10.403885,12.553864,12.740616,13.908981,15.437683,13.675552,13.631271,13.213470,14.001160,12.798080,13.329590,13.179947,13.272141,13.323608,12.874695,12.856735
S'assoir (chaise),Maison,0.139587,-0.047165,0.068954,-0.346436,0.383804,-0.569092,-0.129761,0.459213,-0.084274,-0.237503,-0.025604,-0.688797,0.760880,0.528641,0.103683,0.072556,0.034241,-0.157288,-0.092651,-0.312912,7.542709,7.302094,7.719879,8.077820,7.838394,7.747421,7.114151,7.174011,7.455322,6.824448,8.023956,7.573837,8.949310,9.535889,8.578201,8.652420,8.596161,8.638062,8.656021,8.760162,5.796921,7.693130,6.036346,5.849594,5.947754,5.274994,5.340836,5.534760,6.287735,7.806854,7.366318,6.138092,6.225494,5.156479,6.754608,5.015213,4.589050,4.251465,4.284988,4.198792,13.479218,14.948059,13.825180,13.580978,14.169952,12.453323,12.325226,13.167984,13.658783,14.393799,15.364670,13.023132,15.935684,15.221008,15.436493,13.740189,13.219452,12.732239,12.848358,12.646042
S'assoir (chaise),Maison,0.333527,-0.308121,-0.356003,-0.757034,-0.687607,0.477173,0.270081,2.564911,1.244507,1.737717,0.181488,-0.396713,0.131210,-0.130951,0.039032,-0.385941,-0.458954,-0.195602,-0.278198,-0.205170,8.392654,8.462082,7.913818,7.675598,7.407440,6.813675,8.117325,9.531097,9.847137,9.800446,8.768539,9.001984,8.600952,8.924164,8.843964,8.700317,8.673981,8.881073,8.895432,8.827209,4.252670,5.122955,4.559128,5.167252,2.550385,7.899033,5.678406,4.137741,5.121765,5.095428,4.662079,3.871994,3.701996,5.190002,4.778198,4.531586,4.365189,4.511246,4.675247,4.132950,12.978851,13.276917,12.116943,12.085815,9.270218,15.189880,14.065811,16.233749,16.213409,16.633591,13.612106,12.477264,12.434158,13.983215,13.661194,12.845963,12.580215,13.196716,13.292480,12.754990
S'assoir (chaise),Maison,0.582520,0.717789,-1.284958,-0.399109,2.321899,0.860245,2.556534,-1.705139,-1.201157,-0.561905,-0.818085,-0.436218,1.317535,-0.142929,1.131989,-2.222290,-0.686417,-0.502060,0.586105,-0.029205,8.329208,8.125702,5.237091,6.710724,7.468491,7.414627,8.833191,8.057465,9.917755,9.148026,9.942902,10.628845,8.368713,8.975647,8.366318,8.085007,7.874313,7.467300,9.106125,8.305267,4.526794,5.072678,1.512497,5.761017,8.581375,9.563004,2.356461,11.957214,3.390747,6.130920,2.515671,3.503281,3.569122,2.844879,5.570679,4.590240,4.735092,7.805664,6.786926,5.483292,13.438522,13.916168,5.464630,12.072632,18.371765,17.837875,13.746185,18.309540,12.107346,14.717041,11.640488,13.695908,13.255371,11.677597,15.068985,10.452957,11.922989,14.770905,16.479156,13.759354
S'assoir (chaise),Maison,0.897354,0.650757,0.017487,0.480759,0.770462,0.516678,0.493927,0.574142,0.329926,0.480759,0.046219,-0.114197,-0.054337,-1.120956,0.228180,0.095291,-0.503250,-0.436218,-0.184830,-0.171661,6.881912,7.086624,7.528351,7.583420,6.820862,7.688766,8.241821,8.614120,8.659607,8.644043,8.721863,8.924164,9.623276,8.798477,8.512360,8.835587,8.964874,9.013947,9.179153,9.036697,4.957764,4.690811,4.384354,4.663269,6.713898,7.580612,10.821152,6.493637,5.356400,5.709534,4.378357,3.990494,4.047958,4.226334,3.096268,3.917480,4.210770,4.302948,3.239914,4.159286,12.737030,12.428192,11.930191,12.727448,14.305222,15.786057,19.556900,15.681900,14.345932,14.834335,13.146439,12.800461,13.616898,11.903854,11.836807,12.848358,12.672394,12.880676,12.234238,13.024323
S'assoir (chaise),Maison,-0.311722,-0.833649,-0.777390,-0.741470,-0.648102,0.574142,2.242889,-4.047867,1.256485,-1.956528,-1.332840,0.010300,0.198242,-0.921036,0.361053,0.393372,-0.287781,0.574142,0.001923,-0.176453,7.978455,7.930573,8.008392,6.851990,5.359207,6.069077,6.175629,5.823685,5.281387,7.581024,7.467300,7.294922,7.328430,7.443359,7.895859,8.489624,8.550674,8.338791,8.542297,8.447723,4.494476,5.391113,4.952972,4.924240,8.320419,5.897476,6.504410,9.072189,9.375061,8.035507,9.175140,9.778488,5.644897,5.911850,4.368790,4.375961,4.730316,4.723129,5.470123,5.035568,12.161209,12.488037,12.183975,11.034760,13.031525,12.540695,14.922928,10.848007,15.912933,13.660004,15.309601,17.083710,13.171570,12.434174,12.625702,13.258957,12.993210,13.636063,14.014343,13.306839
S'assoir (chaise),Maison,0.740540,0.444855,0.086914,0.180298,0.094101,0.121628,-0.217148,-0.147720,0.224579,-0.608597,1.786804,1.130783,-0.329681,1.279236,0.800385,0.310776,0.472382,0.973969,-0.624161,-0.589447,7.772552,8.052673,8.205902,8.617706,8.521942,8.316040,7.745026,6.030777,4.971344,6.575455,5.883530,7.042328,5.766220,7.321243,6.638901,8.015564,8.000000,8.438141,8.600952,8.411804,5.948959,4.568695,5.016418,4.211960,4.385544,4.375961,4.080276,2.407928,7.905014,6.391891,11.431686,9.647995,13.581665,8.191132,5.489273,5.108597,3.897125,3.590668,5.284561,4.097046,14.462051,13.066223,13.309235,13.009964,13.001587,12.813629,11.608154,8.290985,13.100937,12.358749,19.102020,17.821106,19.018204,16.791611,12.928558,13.434937,12.369507,13.002777,13.261353,11.919403
